Station,District,Latitude,Longitude,timestamp,month,day_of_year,rainfall_mm,rainfall_previous,rainfall_3_obs,rainfall_6_obs,river_level,river_level_change,river_level_rolling_mean_3,river_level_rolling_max_6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 03:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 04:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 05:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,12.5,-0.09999999999999964,12.566666666666665,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 06:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.09999999999999964,12.566666666666668,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 07:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,12.8,0.20000000000000107,12.633333333333333,12.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 08:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,13.6,0.7999999999999989,13.0,13.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 09:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,14.1,0.5,13.5,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 10:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,14.1,0.0,13.933333333333332,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 13:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,14.2,0.09999999999999964,14.133333333333333,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 15:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,13.9,-0.29999999999999893,14.066666666666668,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 16:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,13.4,-0.5,13.833333333333334,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 18:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,12.8,-0.5999999999999996,13.366666666666667,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 19:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,12.5,-0.3000000000000007,12.9,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 21:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,12.5,0.0,12.600000000000001,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 22:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.09999999999999964,12.533333333333331,13.9
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 23:00:00,3,68,66.8,66.8,200.39999999999998,400.79999999999995,12.5,-0.09999999999999964,12.533333333333331,13.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 00:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,11.6,-0.9000000000000004,12.233333333333333,12.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 01:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,11.8,0.20000000000000107,11.966666666666667,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 03:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.7999999999999989,12.0,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 04:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.333333333333334,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 06:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.5,-0.09999999999999964,12.566666666666668,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 07:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.2,-0.3000000000000007,12.433333333333332,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 08:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,13.0,0.8000000000000007,12.566666666666665,13.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 09:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,14.0,1.0,13.066666666666665,14.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 10:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,14.1,0.09999999999999964,13.700000000000001,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 11:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,14.1,0.0,14.066666666666668,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 12:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,14.1,0.0,14.1,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 14:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,13.9,-0.1999999999999993,14.033333333333333,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 15:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,14.0,0.09999999999999964,14.0,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 17:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.0,-2.0,13.299999999999999,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 18:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.8,0.8000000000000007,12.933333333333335,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 19:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.6,-0.20000000000000107,12.466666666666669,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 20:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.09999999999999964,12.700000000000001,14.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 21:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.666666666666666,14.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 22:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,12.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 23:00:00,3,69,66.8,66.8,200.39999999999998,400.79999999999995,12.6,-0.09999999999999964,12.666666666666666,12.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 00:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.633333333333333,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 01:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 02:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 03:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.5,-0.09999999999999964,12.566666666666668,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 04:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.5,0.0,12.533333333333331,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 05:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.5,0.0,12.5,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 06:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.3,-0.1999999999999993,12.433333333333332,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 07:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.8,0.5,12.533333333333333,12.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 08:00:00,3,70,61.2,66.8,194.79999999999998,395.2,14.2,1.3999999999999986,13.1,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 09:00:00,3,70,61.3,61.2,189.3,389.7,14.2,0.0,13.733333333333334,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 10:00:00,3,70,61.3,61.3,183.8,384.2,14.1,-0.09999999999999964,14.166666666666666,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 11:00:00,3,70,61.3,61.3,183.89999999999998,378.69999999999993,14.3,0.20000000000000107,14.200000000000001,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 12:00:00,3,70,66.8,61.3,189.39999999999998,378.7,14.3,0.0,14.233333333333334,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 13:00:00,3,70,66.8,66.8,194.89999999999998,378.7,14.3,0.0,14.3,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 14:00:00,3,70,66.8,66.8,200.39999999999998,384.3,14.0,-0.3000000000000007,14.200000000000001,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 15:00:00,3,70,66.8,66.8,200.39999999999998,389.79999999999995,13.8,-0.1999999999999993,14.033333333333333,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 16:00:00,3,70,66.8,66.8,200.39999999999998,395.29999999999995,13.3,-0.5,13.700000000000001,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 17:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,13.0,-0.3000000000000007,13.366666666666667,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 18:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.8,-0.1999999999999993,13.033333333333333,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 19:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.8,0.0,12.866666666666667,14.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 20:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.7,-0.10000000000000142,12.766666666666667,13.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 21:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.733333333333333,13.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 22:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,13.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 23:00:00,3,70,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,12.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 00:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,11.8,-0.8999999999999986,12.4,12.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 01:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.7999999999999989,12.366666666666665,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 02:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.333333333333334,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 03:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 05:00:00,3,71,61.3,66.8,194.89999999999998,395.29999999999995,12.5,-0.09999999999999964,12.566666666666668,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 06:00:00,3,71,61.3,61.3,189.39999999999998,389.8,12.6,0.09999999999999964,12.566666666666665,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 07:00:00,3,71,66.8,61.3,189.39999999999998,389.8,12.8,0.20000000000000107,12.633333333333333,12.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 08:00:00,3,71,61.3,66.8,189.39999999999998,384.29999999999995,14.5,1.6999999999999993,13.299999999999999,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 09:00:00,3,71,66.8,61.3,194.89999999999998,384.29999999999995,13.7,-0.8000000000000007,13.666666666666666,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 10:00:00,3,71,66.8,66.8,194.89999999999998,384.3,13.8,0.10000000000000142,14.0,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 11:00:00,3,71,66.8,66.8,200.39999999999998,389.8,14.1,0.29999999999999893,13.866666666666667,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 12:00:00,3,71,66.8,66.8,200.39999999999998,395.29999999999995,14.3,0.20000000000000107,14.066666666666668,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 13:00:00,3,71,66.8,66.8,200.39999999999998,395.29999999999995,14.3,0.0,14.233333333333334,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 15:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,13.6,-0.7000000000000011,14.066666666666668,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 16:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,13.6,0.0,13.833333333333334,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 17:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,13.2,-0.40000000000000036,13.466666666666667,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 18:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,12.8,-0.3999999999999986,13.199999999999998,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 19:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,12.8,0.0,12.933333333333332,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 20:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,12.7,-0.10000000000000142,12.766666666666666,13.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 21:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.733333333333334,13.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 22:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,13.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 23:00:00,3,71,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,12.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 00:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,12.8
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 02:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.6,-0.09999999999999964,12.666666666666666,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 03:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.633333333333333,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 04:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 05:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 06:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 08:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,14.4,1.8000000000000007,13.199999999999998,14.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 09:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,13.9,-0.5,13.633333333333333,14.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 11:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,14.5,0.5999999999999996,14.266666666666666,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 12:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,14.4,-0.09999999999999964,14.266666666666666,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 13:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,14.1,-0.3000000000000007,14.333333333333334,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 14:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,14.1,0.0,14.200000000000001,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 15:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,14.2,0.09999999999999964,14.133333333333333,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 16:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,14.0,-0.1999999999999993,14.1,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 17:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,13.2,-0.8000000000000007,13.799999999999999,14.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 18:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.7,-0.5,13.299999999999999,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 19:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.866666666666665,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 20:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 21:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,14.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 22:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,13.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 23:00:00,3,72,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 00:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 01:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 02:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,12.6,-0.09999999999999964,12.666666666666666,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 03:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.633333333333333,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 04:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 05:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 06:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 08:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,13.4,0.8000000000000007,12.866666666666665,13.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 09:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,14.6,1.1999999999999993,13.533333333333333,14.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 10:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,14.5,-0.09999999999999964,14.166666666666666,14.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 11:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,14.2,-0.3000000000000007,14.433333333333332,14.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 12:00:00,3,73,66.8,66.8,200.39999999999998,400.79999999999995,14.2,0.0,14.299999999999999,14.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 07:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,13.0,-1.1999999999999993,13.799999999999999,14.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 08:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,14.0,1.0,13.733333333333334,14.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 09:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,14.4,0.40000000000000036,13.799999999999999,14.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 10:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,14.4,0.0,14.266666666666666,14.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 11:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,14.3,-0.09999999999999964,14.366666666666667,14.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 12:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,14.2,-0.10000000000000142,14.299999999999999,14.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 13:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,14.2,0.0,14.233333333333334,14.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 15:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,14.0,-0.1999999999999993,14.133333333333333,14.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 16:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,14.1,0.09999999999999964,14.1,14.4
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 17:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,13.5,-0.5999999999999996,13.866666666666665,14.3
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 18:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,12.7,-0.8000000000000007,13.433333333333332,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 19:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.966666666666667,14.2
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 20:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 21:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,14.1
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 22:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,13.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-15 23:00:00,3,74,66.8,66.8,200.39999999999998,400.79999999999995,12.7,0.0,12.7,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-16 00:00:00,3,75,66.8,66.8,200.39999999999998,400.79999999999995,12.2,-0.5,12.533333333333331,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-16 01:00:00,3,75,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.40000000000000036,12.5,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-16 02:00:00,3,75,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.466666666666667,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-16 03:00:00,3,75,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-16 04:00:00,3,75,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.0,12.6,12.7
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-16 05:00:00,3,75,66.8,66.8,200.39999999999998,400.79999999999995,12.2,-0.40000000000000036,12.466666666666667,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-16 06:00:00,3,75,66.8,66.8,200.39999999999998,400.79999999999995,12.6,0.40000000000000036,12.466666666666667,12.6
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-16 07:00:00,3,75,66.8,66.8,200.39999999999998,400.79999999999995,13.5,0.9000000000000004,12.766666666666666,13.5
